Product, Quantity, Retail_Price, Time
Beef Tacos (3-pack), 3, 12.99, 14:00:00
Cheese Pizza - Large (16"), 3, 16.99, 17:00:00
Cheese Pizza - Large (16"), 5, 16.99, 11:30:00
Cheese Pizza - Medium (14"), 6, 12.59, 15:30:00
Cheese Pizza - Medium (14"), 3, 13.99, 15:30:00
Cheese Pizza - Medium (14"), 5, 13.99, 13:00:00
Cheese Pizza - Medium (14"), 3, 11.89, 10:00:00
Cheese Pizza - Small (10"), 10, 9.99, 18:30:00
Cheese Pizza - Small (10"), 21, 9.99, 18:00:00
Cheese Pizza - Small (10"), 22, 9.99, 11:30:00
Cheese Pizza - Small (10"), 20, 7.99, 12:00:00
Chicken Burrito, 19, 10.99, 18:00:00
Chicken Burrito, 6, 10.99, 15:30:00
Chicken Burrito, 14, 10.99, 13:00:00
Classic Burger, 8, 12.99, 19:30:00
Fish and Chips, 12, 14.99, 12:00:00
Fish and Chips, 5, 14.99, 18:30:00
Fish and Chips, 7, 14.99, 17:00:00
Fish and Chips, 12, 14.99, 12:00:00
Medium Bacon Pizza, 7, 16.99, 18:30:00
Medium Bacon Pizza, 8, 16.99, 12:30:00
Medium Bacon Pizza, 3, 15.29, 15:30:00
Medium Bacon Pizza, 2, 16.99, 20:30:00
Pepperoni Pizza - Medium (14"), 4, 15.99, 18:30:00
Pico de Gallo, 15, 5.99, 20:30:00
Pico de Gallo, 31, 5.99, 12:00:00
Pico de Gallo, 20, 5.39, 13:00:00
Pico de Gallo, 18, 5.99, 17:00:00
Spanish Rice (side), 29, 3.99, 12:00:00
Supreme Pizza - Large (16"), 8, 20.99, 11:30:00
