Product, Quantity, Retail_Price, Time
Cheese Pizza - Medium (14"), 23, 13.99, 12:00:00
Cheese Pizza - Medium (14"), 5, 13.99, 14:00:00
Cheese Pizza - Medium (14"), 8, 13.99, 12:00:00
Cheese Pizza - Medium (14"), 19, 13.99, 19:30:00
Cheese Pizza - Medium (14"), 20, 13.99, 18:30:00
Cheese Pizza - Small (10"), 7, 9.99, 17:00:00
Cheese Pizza - Small (10"), 11, 9.99, 14:00:00
Cheese Pizza - Small (10"), 14, 9.99, 11:30:00
Cheese Pizza - Small (10"), 10, 9.99, 10:00:00
Chicken Burrito, 21, 10.99, 19:30:00
Chicken Burrito, 18, 10.99, 11:30:00
Chicken Pasta Alfredo, 5, 14.44, 10:00:00
Pepperoni Pizza - Medium (14"), 17, 15.99, 19:00:00
Pepperoni Pizza - Medium (14"), 7, 15.99, 13:00:00
Pepperoni Pizza - Medium (14"), 4, 12.79, 17:00:00
Pepperoni Pizza - Medium (14"), 11, 15.99, 19:30:00
Pico de Gallo, 22, 5.99, 19:00:00
Spanish Rice (side), 33, 3.99, 13:00:00
Spanish Rice (side), 34, 3.99, 14:00:00
Spanish Rice (side), 42, 3.59, 13:00:00
Spanish Rice (side), 64, 3.99, 12:30:00
