Product, Quantity, Retail_Price, Time
Beef Tacos (3-pack), 10, 12.99, 18:00:00
Black Beans (side), 28, 3.99, 12:30:00
Black Beans (side), 35, 3.99, 19:30:00
Black Beans (side), 15, 3.59, 10:00:00
Cheese Pizza - Large (16"), 7, 16.99, 17:00:00
Cheese Pizza - Large (16"), 7, 16.99, 18:00:00
Cheese Pizza - Medium (14"), 8, 13.99, 12:30:00
Cheese Pizza - Medium (14"), 11, 13.99, 14:00:00
Cheese Pizza - Medium (14"), 15, 12.59, 12:00:00
Chicken Burrito, 27, 10.99, 19:00:00
Chicken Burrito, 9, 10.99, 20:30:00
Chicken Burrito, 10, 10.99, 10:00:00
Chicken Burrito, 9, 10.99, 14:00:00
Classic Burger, 14, 12.99, 19:30:00
Classic Burger, 19, 12.99, 12:00:00
Pepperoni Pizza - Medium (14"), 8, 15.99, 15:30:00
Pico de Gallo, 15, 4.79, 15:30:00
Pico de Gallo, 23, 4.79, 20:30:00
Pico de Gallo, 43, 5.09, 11:30:00
Pico de Gallo, 21, 5.39, 17:00:00
Spanish Rice (side), 82, 3.99, 13:00:00
Spanish Rice (side), 31, 3.99, 13:00:00
Spanish Rice (side), 79, 3.99, 13:00:00
Spanish Rice (side), 57, 3.39, 12:00:00
Spanish Rice (side), 55, 3.99, 12:30:00
