Product, Quantity, Retail_Price, Time
Beef Tacos (3-pack), 7, 12.99, 10:00:00
Black Beans (side), 22, 3.99, 18:30:00
Black Beans (side), 23, 3.99, 18:00:00
Black Beans (side), 42, 3.99, 12:30:00
Black Beans (side), 30, 3.39, 13:00:00
Cheese Pizza - Medium (14"), 4, 13.99, 17:00:00
Cheese Pizza - Medium (14"), 15, 13.99, 13:00:00
Cheese Pizza - Medium (14"), 14, 13.99, 18:00:00
Cheese Pizza - Small (10"), 13, 9.99, 19:00:00
Cheese Pizza - Small (10"), 14, 9.99, 13:00:00
Cheese Pizza - Small (10"), 8, 9.99, 12:30:00
Cheese Pizza - Small (10"), 21, 9.99, 12:30:00
Cheese Pizza - Small (10"), 18, 9.99, 19:30:00
Chicken Burrito, 4, 10.99, 15:30:00
Chicken Burrito, 14, 10.99, 13:00:00
Chicken Burrito, 4, 9.89, 17:00:00
Chicken Burrito, 8, 10.99, 19:00:00
Chicken Burrito, 10, 10.99, 17:00:00
Chicken Pasta Alfredo, 3, 16.99, 17:00:00
Chicken Pasta Alfredo, 5, 16.99, 10:00:00
Chicken Pasta Alfredo, 10, 16.99, 12:00:00
Chicken Pasta Alfredo, 4, 16.99, 18:30:00
Classic Burger, 6, 12.99, 14:00:00
Classic Burger, 7, 12.99, 19:00:00
Classic Burger, 8, 12.99, 19:00:00
Classic Burger, 14, 12.99, 19:30:00
Pico de Gallo, 11, 5.99, 15:30:00
Pico de Gallo, 12, 5.99, 18:00:00
Pico de Gallo, 27, 5.99, 11:30:00
Pico de Gallo, 32, 5.99, 13:00:00
Spanish Rice (side), 30, 3.99, 13:00:00
Spanish Rice (side), 52, 3.99, 12:30:00
Spanish Rice (side), 39, 3.99, 18:30:00
Spanish Rice (side), 14, 3.99, 17:00:00
Supreme Pizza - Large (16"), 6, 20.99, 18:00:00
Supreme Pizza - Large (16"), 5, 20.99, 13:00:00
Supreme Pizza - Large (16"), 8, 20.99, 19:00:00
Supreme Pizza - Large (16"), 3, 20.99, 15:30:00
Supreme Pizza - Large (16"), 5, 20.99, 19:00:00
