Product, Quantity, Retail_Price, Time
Cheese Pizza - Large (16"), 5, 16.99, 20:30:00
Cheese Pizza - Medium (14"), 23, 12.59, 18:30:00
Cheese Pizza - Medium (14"), 9, 13.99, 15:30:00
Cheese Pizza - Small (10"), 11, 9.99, 11:30:00
Cheese Pizza - Small (10"), 12, 9.99, 10:00:00
Cheese Pizza - Small (10"), 14, 9.99, 11:30:00
Fish and Chips, 16, 14.99, 13:00:00
Fish and Chips, 12, 14.99, 12:00:00
Fish and Chips, 6, 14.99, 10:00:00
Pepperoni Pizza - Medium (14"), 11, 14.39, 12:30:00
Pepperoni Pizza - Medium (14"), 17, 15.99, 12:30:00
