Product, Quantity, Retail_Price, Time
Beef Tacos (3-pack), 5, 12.99, 18:00:00
Cheese Pizza - Small (10"), 10, 9.99, 10:00:00
Cheese Pizza - Small (10"), 12, 9.99, 19:30:00
Cheese Pizza - Small (10"), 6, 9.99, 10:00:00
Cheese Pizza - Small (10"), 19, 9.99, 19:30:00
Chicken Pasta Alfredo, 5, 16.99, 15:30:00
Chicken Pasta Alfredo, 3, 16.99, 17:00:00
Chicken Pasta Alfredo, 8, 13.59, 11:30:00
Chicken Pasta Alfredo, 9, 16.99, 19:30:00
Chicken Pasta Alfredo, 10, 16.99, 18:30:00
Classic Burger, 14, 12.99, 19:00:00
Classic Burger, 10, 12.99, 18:00:00
Classic Burger, 3, 12.99, 17:00:00
Classic Burger, 6, 12.99, 15:30:00
Classic Burger, 14, 12.99, 19:00:00
Medium Bacon Pizza, 10, 16.99, 11:30:00
Medium Bacon Pizza, 3, 16.99, 10:00:00
Medium Bacon Pizza, 11, 16.99, 19:30:00
Medium Bacon Pizza, 8, 16.99, 12:00:00
Medium Bacon Pizza, 2, 16.99, 17:00:00
Pepperoni Pizza - Medium (14"), 8, 15.99, 19:30:00
Pepperoni Pizza - Medium (14"), 9, 14.39, 18:30:00
Pepperoni Pizza - Medium (14"), 3, 15.99, 20:30:00
Pico de Gallo, 16, 5.99, 15:30:00
