Product, Quantity, Retail_Price, Time
Beef Tacos (3-pack), 4, 12.99, 17:00:00
Beef Tacos (3-pack), 5, 12.99, 14:00:00
Beef Tacos (3-pack), 7, 12.99, 15:30:00
Beef Tacos (3-pack), 8, 12.99, 10:00:00
Black Beans (side), 43, 3.59, 13:00:00
Black Beans (side), 53, 3.99, 11:30:00
Black Beans (side), 35, 3.99, 10:00:00
Black Beans (side), 53, 3.99, 18:00:00
Black Beans (side), 19, 3.99, 17:00:00
Cheese Pizza - Medium (14"), 11, 13.99, 20:30:00
Cheese Pizza - Medium (14"), 18, 13.99, 11:30:00
Cheese Pizza - Small (10"), 14, 9.99, 17:00:00
Cheese Pizza - Small (10"), 24, 9.99, 12:00:00
Chicken Burrito, 28, 10.99, 12:30:00
Chicken Pasta Alfredo, 4, 16.99, 20:30:00
Chicken Pasta Alfredo, 13, 16.99, 12:00:00
Chicken Pasta Alfredo, 3, 16.99, 10:00:00
Chicken Pasta Alfredo, 4, 16.99, 14:00:00
Classic Burger, 8, 12.99, 19:00:00
Pepperoni Pizza - Medium (14"), 19, 15.99, 13:00:00
Pepperoni Pizza - Medium (14"), 16, 12.79, 18:00:00
Pepperoni Pizza - Medium (14"), 7, 15.99, 17:00:00
Pepperoni Pizza - Medium (14"), 18, 15.99, 18:30:00
Pepperoni Pizza - Medium (14"), 8, 15.99, 12:00:00
Pico de Gallo, 27, 5.99, 17:00:00
Spanish Rice (side), 40, 3.99, 10:00:00
Spanish Rice (side), 23, 3.99, 20:30:00
Spanish Rice (side), 59, 3.99, 11:30:00
Spanish Rice (side), 74, 3.99, 18:30:00
