Product, Quantity, Retail_Price, Time
Beef Tacos (3-pack), 5, 12.99, 18:00:00
Beef Tacos (3-pack), 4, 12.99, 14:00:00
Beef Tacos (3-pack), 12, 12.99, 11:30:00
Beef Tacos (3-pack), 7, 12.99, 12:30:00
Beef Tacos (3-pack), 6, 12.99, 10:00:00
Black Beans (side), 14, 3.99, 14:00:00
Cheese Pizza - Large (16"), 4, 16.99, 14:00:00
Cheese Pizza - Large (16"), 7, 13.59, 18:30:00
Cheese Pizza - Medium (14"), 7, 13.99, 15:30:00
Cheese Pizza - Medium (14"), 4, 12.59, 20:30:00
Cheese Pizza - Medium (14"), 3, 13.99, 20:30:00
Cheese Pizza - Medium (14"), 6, 13.99, 20:30:00
Cheese Pizza - Medium (14"), 12, 12.59, 11:30:00
Cheese Pizza - Small (10"), 5, 9.99, 15:30:00
Cheese Pizza - Small (10"), 20, 9.99, 13:00:00
Cheese Pizza - Small (10"), 8, 7.99, 20:30:00
Cheese Pizza - Small (10"), 9, 9.99, 15:30:00
Chicken Pasta Alfredo, 4, 16.99, 18:30:00
Chicken Pasta Alfredo, 5, 16.99, 11:30:00
Classic Burger, 6, 12.99, 11:30:00
Classic Burger, 6, 11.04, 15:30:00
Classic Burger, 4, 12.99, 15:30:00
Classic Burger, 6, 12.99, 15:30:00
Classic Burger, 9, 11.69, 19:00:00
Medium Bacon Pizza, 6, 16.99, 11:30:00
Pico de Gallo, 24, 5.99, 13:00:00
Pico de Gallo, 14, 4.79, 12:30:00
Pico de Gallo, 22, 5.99, 18:30:00
Pico de Gallo, 31, 5.99, 19:00:00
Supreme Pizza - Large (16"), 3, 20.99, 14:00:00
Supreme Pizza - Large (16"), 3, 20.99, 10:00:00
Supreme Pizza - Large (16"), 4, 20.99, 13:00:00
